,neno,tag,uwingi,word
11009,hawa,noun,,attraction
11010,hawa,noun,mahawa,concubine
11011,hawa,noun,,desire
11012,hawa,noun,,Eve
11013,hawa,noun,,longing
11014,hawa,noun,,love (passionate)
11015,hawa,noun,,lust
11016,hawa,noun,,yearning
11017,hawa,pronoun,,these
11018,hawa,pronoun,,these (people)
11019,nafsi,noun 9/10,hawa,egotism
11020,hawaa,noun 9/10,hawaa,esire
11021,hawaa,noun 9/10,hawaa,lust
11022,hawai,noun,mahawai,whore
11023,hawala,noun,,bill of exchange
11024,hawala,noun,,check
11025,hawala,noun,,draft
11026,hawala,noun,,money order
11027,hawara,noun,mahawara,concubine
11028,hawara,noun,mahawara,lover
11029,hawara,noun,mahawara,mistress
11030,hawara,noun,mahawara,paramour
11031,hawili,verb,,change
11032,hawili,verb,,convert
11033,hawili,verb,,exchange
11034,hawili,verb,,transfer funds
11035,hawilisha,verb,,convey
11036,hawilisha,verb,,make over
11037,haya,adverb,,all right
11038,haya,interjection,,goodbye
11039,haya,interjection,,OK
11040,haya,interjection,,bye
11041,haya,noun,,awe
11042,haya,noun 9/10,haya,bashfulness
11043,haya,noun 9/10,haya,disgrace
11044,haya,noun,,esteem
11045,haya,noun,,humility
11046,haya,noun 9/10,haya,modesty
11047,tia,ingiwa na,,ona haya
11048,haya,noun,,respect
11049,haya,noun,,reverence
11050,haya,noun 9/10,haya,shame
11051,tia,ingiwa na,,ona haya
11052,haya,noun,,subservience
11053,haya,noun,,timidity
11054,tia,ingiwa na,,ona haya
11055,haya,pronoun,,these
11056,hayamkini,adverb,,impossible
11057,hayati,noun 9/10,hayati,erm)
11058,hayawani,noun,,animal
11059,hayawani,noun 9/10,hayawani,beast
11060,hayawani,noun 9/10,hayawani,brute
11061,hayawani,noun,,feebleminded person
11062,hayawani,noun 9/10,hayawani,idiot
11063,hayawani,noun,,imbecile
11064,hayawani,noun,,monster
11065,hayo,pronoun,,those mentioned
11066,hayo,pronoun,,those referred to
11067,hayumkini,adverb,,impossible
11068,hazama,noun,,tc
11069,hazina,noun 9/10,hazina,exchequer
11070,hazina,noun,,jewelry)
11071,hazina,noun 9/10,hazina,treasury
11072,hazina,noun,,valuables
11073,heba,noun 9/10,heba,beauty
11074,heba,noun 9/10,heba,talent
11075,heba,noun 9/10,heba,appearance
11076,heba,noun 9/10,heba,personality
11077,hebu,verb,,be content
11078,hebu,verb,,be happy
11079,hebu,verb,,like
11080,hebu,verb,,love
11081,hebu,interjection,,yeah
11082,hedaya,noun 9/10,hedaya,ift
11083,hedhi,noun 9/10,hedhi,menses
11084,hedhi,noun 9/10,hedhi,menstruation
11085,hedikwota,noun,,headquarters
11086,hedimasta,noun,mahedimasta,headmaster
11087,hedimasta,noun,mahedimasta,  school)
11088,hekaheka,noun,,cheering
11089,hekaheka,noun,,cheers
11090,hekaheka,noun 9/10,hekaheka,confusion
11091,hekaheka,noun,,noise
11092,hekaheka,noun 9/10,hekaheka,ncouragement
11093,hekaheka,noun,,unrest
11094,hekalu,noun,,
11095,hekalu,noun 5/6,mahekalu,esp
11096,hekaya,noun,,anecdote
11097,hekaya,noun,,miracle
11098,hekaya,noun,,remarkable occurrence
11099,hekaya,noun,,wonder
11100,hekaya,noun 9/10,hekaya,story
11101,hekaya,noun 9/10,hekaya,tale
11102,hekemua,verb,,sneeze
11103,hekemua,verb,,stretch oneself
11104,hekima,noun,,discernment
11105,hekima,noun,,judgement (power of)
11106,hekima,noun 9/10,hekima,knowledge
11107,hekima,noun,,philosophy
11108,hekima,noun 9/10,hekima,ense
11109,hekima,noun 9/10,hekima,wisdom
11110,hekimiza,verb,,impart knowledge
11111,hekimiza,verb,,inform
11112,hekimiza,verb,,instruct
11113,heko,verb,,congratulate
11114,heko,interjection,,congratulations
11115,heko,interjection,,well done!
11116,heko,interjection,,bravo!
11117,heko,interjection,,hurrah!
11118,heko,noun,,compliments
11119,heko,noun,,congratulations
11120,hekta,noun 9/10,hekta,hectare
11121,hela,noun,,heller
11122,hela,noun 9/10,hela,money
11123,heleni,noun 9/10,heleni,earring
11124,hema,verb,,breath heavily
11125,hema,verb,,be out of breath
11126,hema,verb,,gasp for breath
11127,hema,verb,,pant
11128,hema,verb,,pitch a tent
11129,hema,verb,,pitch a tent
11130,hema,noun 5/6,hema,tent
11131,hemea,verb,,appl
11132,hemea,verb,,run errands
11133,hemea,verb,,search for food
11134,hemera,verb,,run errands
11135,hemera,verb,,search for food
11136,hemewa,verb,,be very busy
11137,henezi,adverb,,gradually
11138,henezi,adverb,,slowly
11139,henza,noun,,halyard
11140,henzarani,noun,,bamboo
11141,henzarani,noun,,plaited belt
11142,henzarani,noun,,cane
11143,henzarani,noun,,rattan
11144,henzarani,noun,,sash
11145,henzirani,noun 9/10,henzirani,cane
11146,heri,adverb,,better
11147,heri,adverb,,rather
11148,heri,noun,,advantage
11149,jaliwa,na,,
11150,heri,noun 9/10,heri,blessedness
11151,heri,noun 9/10,heri,happiness
11152,heri,noun,,good luck
11153,jaliwa,na,,
11154,heri,noun 9/10,heri,success
11155,jaliwa,na,,
11156,heri,adjective,,fortunate
11157,heri,adjective,,successful
11158,heria,noun,,lower! (direction to crane operators etc
11159,heria,noun,,take in (a sail)
11160,herimu,noun,,age
11161,herimu,noun,,agegroup
11162,herimu,noun,,time of life
11163,herimu,noun,,contemporary
11164,herini,noun,,earring
11165,hero,noun,mahero,ish)
11166,heroe,noun,,flamingo
11167,herufi,noun 9/10,herufi,alphabet)
11168,herufi,noun 9/10,herufi,haracter
11169,tamfu,verb,,vowel
11170,hesabia,verb,,consider
11171,hesabia,verb,,count for
11172,hesabia,verb,,reckon with
11173,hesabia,verb,,regard as
11174,hesabia,verb,,settle an account with someone
11175,hesabika,verb,,be countable
11176,hesabiwa,verb,,be counted
11177,hesabiwa,verb,,be estimated
11178,hesabiwa,verb,,be reckoned
11179,hesabu,verb,,add
11180,hesabu,verb,,appraise
11181,hesabu,verb,hesabu,arithmetic
11182,hesabu,verb,,bill
11183,hesabu,verb,,calculation
11184,hesabu,verb,,computation
11185,hesabu,verb,,consider
11186,hesabu,verb,,count
11187,hesabu,verb,,credit
11188,hesabu,verb,,estimate
11189,hesabu,verb,,number
11190,hesabu,verb,,rate
11191,hesabu,verb,,settlement
11192,hesabu,verb,,sum
11193,hesabu,verb,,reckon
11194,hesabu,noun 9/10,hesabu,math
11195,hesabu,noun 9/10,hesabu,mathematics
11196,hesabu,noun 9/10,hesabu,accounts
11197,heshima,verb,,respect
11198,heshima,noun,,courtesy
11199,heshima,noun 9/10,heshima,dignity
11200,heshima,noun,,esteem
11201,heshima,noun 9/10,heshima,honor
11202,heshima,noun 9/10,heshima,respect
11203,heshima,noun 9/10,heshima, letter)
11204,heshimiana,verb,,respect each other
11205,heshimiwa,verb,,be respected
11206,heshimiwa,verb potential,,be honored
11207,heshimu,verb,,esteem
11208,heshimu,verb,,honor
11209,heshimu,verb,,be polite
11210,heshimu,verb,,respect
11211,heshimu,verb,,respect
11212,hesi,noun,,bolt
11213,hesi,noun 9/10,hesi,helix
11214,hesi,noun,,peg (of a musical instrument
11215,hesi,noun,,screw
11216,heti,noun,,cap
11217,heti,noun,,hat
11218,safi,verb causative,,ventillate
11219,hewa,noun 9/10,hewa,air
11220,hewa,noun 9/10,hewa,atmosphere
11221,hewa,noun,,climate
11222,hewa,noun,,gas
11223,hewa,noun,,sky
11224,hewa,noun,,weather
11225,pumzi,noun,,oxygen
11226,pumuzi,noun,,oxygen
11227,toa,shusha,,
11228,pumzi,noun,,oxygen
11229,toa,shusha,,
11230,hiana,adjective,,disloyal
11231,hiana,adjective,,faithless
11232,hiana,adjective,,treacherous
11233,hiana,noun,,betrayal
11234,hiana,noun,,
11235,hiana,noun,,deceit
11236,hiana,noun,,hardness (of wood)
11237,hiana,noun,,
11238,hiana,noun,,
11239,hiana,noun,,treachery
11240,hiari,verb,,choose
11241,hiari,verb,,prefer
11242,hiari,verb,,select
11243,yake,phrase,,beyond someone's control
11244,hiari,noun 9/10,hiari,choice
11245,hiari,noun,,discretion
11246,hiari,noun,,judgement
11247,hiari,noun 9/10,hiari,option
11248,hiari,noun,,pleasure
11249,hiari,noun 9/10,hiari,ill
11250,hiari,noun,,wish
11251,hiari,noun 9/10,hiari,voluntary
11252,yako,phrase,,just as you like
11253,hiari,adverb,,by choice
11254,yake,conjunction,,of one's own will
11255,yake,conjunction,,willingly
11256,hiba,noun,,donation
11257,hiba,noun 9/10,hiba,gift
11258,hiba,noun,,legacy
11259,hiba,noun,,present
11260,hiba,noun 9/10,hiba,souvenir
11261,hibia,verb,,delight (someone)
11262,hibia,verb,,please (someone)
11263,hicho,pronoun,hivyo,that
11264,hidaya,adjective,,beautiful
11265,hidaya,adjective,,desirable
11266,hidi,verb,,convert
11267,hidi,verb,,persuade
11268,hidima,adverb,,carefully
11269,hidima,adverb,,diligently
11270,hidima,adverb,,promptly
11271,hidima,adverb,,quickly
11272,hidiwa,verb,,be converted
11273,hifadhi,verb,,conserve
11274,hifadhi,verb,,guard
11275,hifadhi,verb,,keep
11276,hifadhi,verb,,preserve
11277,hifadhi,verb,,protect
11278,hifadhi,verb,,put aside
11279,hifadhi,verb,,put in sanctuary
11280,hifadhi,verb,,rescue
11281,hifadhi,verb,,keep in reserve
11282,hifadhi,verb,,save
11283,hifadhi,verb,,secure
11284,hifadhi,noun,,guarding
11285,hifadhi,noun 9/10,hifadhi,protection
11286,hifadhi,noun 9/10,hifadhi,safeguard
11287,hifadhiwa,verb,,be preserved
11288,hii,pronoun,,these
11289,hii,pronoun,,this
11290,hijabu,noun,,swelling of the glands
11291,hijabu,noun,,neuralgia
11292,hiji,verb,,go on the pilgrimage (to Mecca)
11293,hiki,pronoun,,this
11294,hila,verb,,have no escape
11295,hila,verb,,be unable to do anything
11296,hila,adjective,,crafty
11297,hila,noun,,cunning
11298,hila,noun,,deceit
11299,hila,noun,,pretext
11300,hila,noun 9/10,hila,shrewdness
11301,hila,noun,,strategem
11302,hila,noun 9/10,hila,strategy
11303,hila,noun,,subterfuge
11304,hila,noun 9/10,hila,trick
11305,hila,noun,,trick
11306,hilali,noun,,crescent
11307,hili,pronoun,haya,this
11308,hili,pronoun,,this
11309,hiliki,verb,,be destroyed
11310,hiliki,verb,,die
11311,hiliki,verb,,be lost
11312,hilikisha,verb causative,,destroy
11313,hilikisha,verb causative,,ruin
11314,hilikiwa,verb,,pass
11315,hilo,pronoun,,this (previously mentioned)
11316,hima,adverb,,hastily
11317,hima,adverb,,in a hurry
11318,hima,adverb,,persistently
11319,hima,adverb,,quickly
11320,hima,adjective,,fast
11321,hima,adjective,,quick
11322,hima,adverb,,hastily
11323,hima,adverb,,hurriedly
11324,hima,adverb,,quickly
11325,hima,noun,,energy
11326,hima,noun,,energy
11327,hima,noun,,haste
11328,hima,noun,,haste
11329,hima,noun,,hurry
11330,hima,noun,,obstinancy
11331,hima,noun,,perseverence
11332,hima,noun,,persistence
11333,hima,noun,,precipitation
11334,hima,noun,,stamina
11335,hima,noun,,stubborness
11336,hima,adverb,,quickly
11337,himaya,noun 9/10,himaya,defense
11338,himaya,noun,,guardianship
11339,himaya,noun 9/10,himaya,protection
11340,himaya,noun,,protection
11341,himaya,noun,,tutelege
11342,himia,verb,,drive
11343,himia,verb,,force
11344,himia,verb,,impel
11345,himia,verb,,urge
11346,himidi,verb,,praise (God)
11347,himidi,verb,,praise (God)
11348,himidiwa,verb,,be praised
11349,himila,noun,,burden
11350,himila,noun,,cargo
11351,himila,noun,,freight
11352,himila,noun,,load
11353,himila,noun,,pregnancy
11354,himili,verb,,bear
11355,himili,verb,,bear
11356,himili,verb,,endure
11357,himili,verb,,hold out
11358,himili,verb,,be pregnant
11359,himili,verb,,support
11360,himilia,verb,,appl
11361,himilika,verb,,intr
11362,himilisha,verb,,caus
11363,himiza,verb,,drive on
11364,himiza,verb,,encourage
11365,himiza,verb,,hasten
11366,himiza,verb,,hurry
11367,himiza,verb,,speed up
11368,himiza,verb,,speed up
11369,himiza,verb,,urge
11370,himiza,verb,,urge (to haste)
11371,hina,noun,,henna (a red dye used for staining the nails and hair)
11372,Hindi,adjective,,Indian
11373,Hindi,noun,,Indian Ocean
11374,Hindi,adjective,,India
11375,hindi,noun 5/6,mahindi,corn
11376,hindi,noun,mahindi,orn
11377,hindi,noun 5/6,mahindi,maize
11378,hindi,noun,mahindi,maize
11379,hindi,noun 5/6,mahindi,rain)
11380,hini,verb,,keep back
11381,hini,verb,,refuse
11382,hini,verb,,withhold
11383,hini,verb,,withhold from
11384,hinia,verb applicative,,appl
11385,hinikiza,verb,,be bored
11386,hinikiza,verb,,break off
11387,hinikiza,verb,,interrupt ( a conversation)
11388,hinisha,verb,,withhold from
11389,hiniwa,verb,,be denied
11390,hirimia,verb,,decide
11391,hirimia,verb,,intend
11392,hirimu,noun,,agegroup
11393,hirimu,noun 9/10,hirimu,contemporary
11394,hirimu,noun 9/10,hirimu,5
11395,hirimu,noun,,age
11396,hirimu,noun,,contemporary
11397,hirimu,noun,,time of life
11398,hirizi,noun,,amulet
11399,hirizi,noun 9/10,hirizi, erson)
11400,hirizi,noun 9/10,hirizi,charm
11401,hirizi,noun,,talisman
11402,hisa,noun,,forgiveness
11403,hisa,noun,,pardon
11404,hisa,noun,,part
11405,hisa,noun,,quotient
11406,hisa,noun,,share
11407,hisa,noun 9/10,hisa,stock)
11408,hisa,noun,,share of stock
11409,hisani,noun,,benefaction
11410,hisani,noun,,complaisance
11411,hisani,noun 9/10,hisani,favor
11412,hisani,noun,,favor
11413,hisani,noun 9/10,hisani,kindness
11414,hisani,noun,,kindness
11415,hisani,noun,,preference
11416,hisi,verb,,feel
11417,hisi,verb,,feel
11418,hisi,verb,,guess
11419,hisi,verb,,perceive
11420,hisi,verb,,perceive
11421,hisi,verb,,recognize
11422,hisi,verb,,sense
11423,hisi,verb,,suspect
11424,hisia,noun 9/10,hisia,feeling
11425,hisia,noun 9/10,hisia,sentiment
11426,ubora,noun 9/10,hisia,omplex
11427,ndani,verb,,have deep feelings
11428,hisiya,noun 9/10,hisiya,feeling
11429,hisiya,noun,,feeling
11430,historia,noun 9/10,historia,history
11431,historia,noun,,history
11432,hitaji,verb,,desire
11433,hitaji,verb,,be lacking
11434,hitaji,verb,,be necessary
11435,hitaji,verb,,need
11436,hitaji,verb,,need
11437,hitaji,verb,,require
11438,hitaji,verb,,require
11439,hitaji,verb,,want
11440,hitaji,noun,mahitaji,necessity
11441,hitaji,noun 5/6,mahitaji,need
11442,hitaji,noun,mahitaji,need
11443,hitaji,noun,mahitaji,petition
11444,hitaji,noun,mahitaji,request
11445,hitaji,noun,mahitaji,requirement
11446,hitaji,noun 5/6,mahitaji,requirements
11447,hitaji,noun,mahitaji,requisite
11448,hitajia,verb,,appl
11449,hitajika,verb,,intr
11450,hitajika,verb,,be necessary
11451,hitajika,verb,,be needed
11452,hitajiwa,verb,,be needed
11453,hitilafia,verb,,appl
11454,hitilafiana,verb applassoc,,contradict
11455,hitilafiana,verb applassoc,,be different
11456,hitilafiana,verb applassoc,,disagree
11457,hitilafiana,verb applassoc,,distinct
11458,hitilafu,verb,,differ
11459,hitilafu,verb,,be different
11460,hitilafu,verb,,differentiate
11461,hitilafu,verb,,distinguish
11462,hitilafu,noun,,contradiction
11463,hitilafu,noun,,defect
11464,hitilafu,noun,,difference
11465,hitilafu,noun,,discrepancy
11466,hitilafu,noun,,exception
11467,hitilafu,noun,,fault
11468,hitilafu,noun 9/10,hitilafu,blemish
11469,hitilafu,noun 9/10,hitilafu,defect
11470,hitilafu,noun 9/10,hitilafu,deficiency
11471,hitilafu,noun 9/10,hitilafu,difference
11472,hitilifiana,verb,,be different
11473,hitima,noun,,feast at the conclusion of a funeral service
11474,hitima,noun,,reading from the Koran
11475,hitima,noun,,funeral sermon
11476,hitimia,verb,,appl
11477,hitimisha,verb,,caus
11478,hitimishiwa,verb applcauspass,,finalize for
11479,hitimu,verb,,complete
11480,hitimu,verb,,complete
11481,hitimu,verb,,conclude (esp
11482,hitimu,verb,,end
11483,hitimu,verb,,end
11484,hitimu,verb,,finish
11485,hitimu,verb,,graduate
11486,hitimu,verb,,qualify
11487,hitimu,verb,,stop
11488,hitimu,verb,,finish education
11489,hivi,adjective,,these (class 8)
11490,hivi,adjective,,these (vIclass)
11491,hivi,adjective,,this way
11492,hivi,adverb,,approximately
11493,hivi,adverb,,just
11494,juzi,karibu,,
11495,hivi,hivi sasa,,
11496,hivi,adverb,,of this sort
11497,juzi,karibu; sasa hivi hivi sasa,,
11498,hivi,adverb,,in this way
11499,juzi,karibu; sasa hivi hivi sasa,,
11500,hivi,adverb,,thus
11501,juzi,karibu; sasa hivi hivi sasa,,
11502,hivi,adverb,,so so
11503,hivi,preposition,,about
11504,hivi,preposition,,these
11505,hivi,pronoun,,these
11506,hivi,adverb,,hastily
11507,hivi,adverb,,scarcely
11508,hivi,adverb,,superficially
11509,tu,adverb,,just so so
11510,karibuni,adverb,,recently
11511,karibuni,adverb,,soon
11512,hivyo,adjective,,in this manner
11513,hivyo,adjective,,in that way
11514,hivyo,adverb,,just so
11515,hivyo,adverb,,in this very way
11516,hivyo,preposition,,those (vIclass)
11517,hivyo,pronoun,,these (mentioned)
11518,hivyo,pronoun,,those (mentioned)
11519,hivyo,adverb,,therefore
11520,hivyohivyo,adjective,,in that way
11521,hiyo,adverb,,in this way
11522,hiyo,pronoun,,that (previously mentioned)
11523,hiyo,pronoun,,this
11524,hiyo,pronoun,,those (previously mentioned)
11525,hizaya,noun,,curse
11526,hizaya,noun,,disfavor
11527,hizaya,noun,,disgrace
11528,hizaya,noun,,dishonor
11529,hizaya,noun,,misfortune
11530,hizi,verb,,abuse
11531,hizi,verb,,abuse
11532,hizi,verb,,curse
11533,hizi,verb,,disgrace
11534,hizi,verb,,disgrace
11535,hizi,verb,,dishonor
11536,hizi,verb,,execrate
11537,hizi,verb,,insult
11538,hizi,verb,,put to shame
11539,hizi,pronoun,,recently
11540,hizi,pronoun,,these
11541,hizi,pronoun,,these
11542,hizi,pronoun,,these
11543,hizi,pronoun,,today
11544,hizia,verb,,appl
11545,hizika,verb,,be disgraced
11546,hizika,verb,,be dishonored
11547,hizika,verb,,feel shame
11548,hizisha,verb,,caus
11549,hobela,adverb,,any old way
11550,hobela,adverb,,badly
11551,hobela,adverb,,hastily
11552,hobela,adverb,,somehow or other
11553,hodari,adjective,,active
11554,hodari,adjective,,brave
11555,hodari,adjective,,capable
11556,hodari,adjective,,clever
11557,hodari,adjective,,diligent
11558,hodari,adjective,,energetic
11559,hodari,adjective,,firm
11560,hodari,adjective,,powerful
11561,hodari,adjective,,prudent
11562,hodari,adjective,,skilfil
11563,hodari,adjective,,smart
11564,hodari,adjective,,stable
11565,hodari,adjective,,strong
11566,hodari,adjective,,strong
11567,hodari,adjective,,earnest
11568,hodari,adjective,,energetic
11569,hodari,adjective,,firm
11570,hodari,adjective,,stable
11571,hodhi,verb,,monopolize
11572,hodhi,noun,,boiler
11573,hodhi,noun,,watertank
11574,hodhi,noun,,wasteland adjoining a cultivated field (and claimed by its owner)
11575,taifa,noun 9/10,hodhi,onopoly
11576,biashara,verb,,monopolize trade
11577,hodi,verb,,"call ""hodi"" (when knocking at someone's door)"
11578,hodi,verb,,ask permission to enter
11579,hodi,verb,,ask admission
